civilite,nom_client,postal_client,adresse_client,tel_client,profession_client,fax_client,email_client,numero_client
M.,Nom91,94590,113 Rue Principale,0186878788,Enseignante,0393439199,nom91@example.com,CL107
M.,Nom876,32582,1 Rue Principale,0351020589,Pompier,0574563246,nom876@example.com,CL395
Mme,Nom722,32908,500 Rue Principale,0436366014,Enseignante,0399357103,nom722@example.com,CL55
M.,Nom55,91994,792 Rue Principale,0364929957,Avocat,0658222009,nom55@example.com,CL717
Mme,Nom590,46655,556 Rue Principale,0324143309,Architecte,0151420021,nom590@example.com,CL920
M.,Nom267,58849,722 Rue Principale,0536050266,Médecin,0268025399,nom267@example.com,CL582
M.,Nom192,47597,681 Rue Principale,0111133453,Journaliste,0570112047,nom192@example.com,CL832
M.,Nom678,83084,165 Rue Principale,0385194303,Médecin,0533416335,nom678@example.com,CL124
Mme,Nom917,97140,98 Rue Principale,0207512540,Enseignante,0826323590,nom917@example.com,CL661
M.,Nom684,18975,352 Rue Principale,0744014624,Médecin,0919305432,nom684@example.com,CL478
M.,Nom306,80785,531 Rue Principale,0432606572,Enseignante,0404910712,nom306@example.com,CL946
Mme,Nom972,49179,96 Rue Principale,0215523176,Informaticien,0198322810,nom972@example.com,CL67
M.,Nom786,75581,622 Rue Principale,0652606117,Journaliste,0664228204,nom786@example.com,CL446
Mme,Nom268,38686,514 Rue Principale,0619173438,Ingénieur,0100328151,nom268@example.com,CL586
Mme,Nom637,17528,136 Rue Principale,0354576586,Scientifique,0145554677,nom637@example.com,CL816
M.,Nom891,28407,12 Rue Principale,0817284493,Journaliste,0635923846,nom891@example.com,CL582
Mme,Nom756,49666,147 Rue Principale,0295759320,Ingénieur,0164089462,nom756@example.com,CL19
M.,Nom710,46759,84 Rue Principale,0386996873,Pompier,0570993553,nom710@example.com,CL185
Mme,Nom742,10078,849 Rue Principale,0312253376,Informaticien,0836478741,nom742@example.com,CL575
Mme,Nom406,98578,598 Rue Principale,0103749766,Artiste,0407773483,nom406@example.com,CL317
M.,Nom365,86466,879 Rue Principale,0915324438,Médecin,0577904392,nom365@example.com,CL270
Mme,Nom158,62509,795 Rue Principale,0881901818,Médecin,0508968206,nom158@example.com,CL751
Mme,Nom203,80636,891 Rue Principale,0126563147,Architecte,0727376952,nom203@example.com,CL926
Mme,Nom309,28002,780 Rue Principale,0599967955,Artiste,0415096819,nom309@example.com,CL405
M.,Nom212,39205,30 Rue Principale,0760194372,Pompier,0139315932,nom212@example.com,CL301
M.,Nom544,83658,375 Rue Principale,0358200818,Journaliste,0532278192,nom544@example.com,CL12
M.,Nom817,26265,317 Rue Principale,0102129330,Enseignante,0795929952,nom817@example.com,CL112
Mme,Nom185,15010,136 Rue Principale,0865116041,Informaticien,0680598672,nom185@example.com,CL46
Mme,Nom146,58107,977 Rue Principale,0116350722,Pompier,0625104765,nom146@example.com,CL998
Mme,Nom104,35632,660 Rue Principale,0868477992,Enseignante,0742993182,nom104@example.com,CL908
M.,Nom175,45366,44 Rue Principale,0993344771,Enseignante,0692759186,nom175@example.com,CL249
Mme,Nom603,93483,60 Rue Principale,0534378580,Informaticien,0863339467,nom603@example.com,CL878
M.,Nom314,86029,626 Rue Principale,0165815662,Pompier,0505644293,nom314@example.com,CL941
Mme,Nom503,49566,161 Rue Principale,0122667458,Ingénieur,0449023794,nom503@example.com,CL179
Mme,Nom490,46773,179 Rue Principale,0514640974,Architecte,0499418286,nom490@example.com,CL216
M.,Nom400,28940,396 Rue Principale,0872278186,Ingénieur,0828674099,nom400@example.com,CL573
M.,Nom727,13351,911 Rue Principale,0950496217,Pompier,0891228011,nom727@example.com,CL171
M.,Nom103,86803,148 Rue Principale,0707124717,Architecte,0269918494,nom103@example.com,CL449
Mme,Nom595,17398,758 Rue Principale,0629986312,Informaticien,0337181850,nom595@example.com,CL625
M.,Nom423,65853,647 Rue Principale,0485397856,Pompier,0286400954,nom423@example.com,CL38
M.,Nom443,57131,170 Rue Principale,0555973535,Avocat,0274914871,nom443@example.com,CL901
Mme,Nom523,24116,165 Rue Principale,0258831549,Pompier,0276347659,nom523@example.com,CL163
Mme,Nom527,45076,59 Rue Principale,0592463986,Informaticien,0113862998,nom527@example.com,CL609
Mme,Nom116,63945,457 Rue Principale,0749115796,Avocat,0172555581,nom116@example.com,CL180
M.,Nom202,91553,671 Rue Principale,0865870360,Informaticien,0279319295,nom202@example.com,CL154
Mme,Nom621,94989,884 Rue Principale,0831071609,Enseignante,0722680878,nom621@example.com,CL41
Mme,Nom911,42447,445 Rue Principale,0791596757,Ingénieur,0974686652,nom911@example.com,CL822
Mme,Nom312,67609,610 Rue Principale,0334637527,Architecte,0950557114,nom312@example.com,CL296
Mme,Nom150,36996,415 Rue Principale,0357644035,Ingénieur,0883357721,nom150@example.com,CL402
M.,Nom360,21283,691 Rue Principale,0140592462,Pompier,0717982888,nom360@example.com,CL466
M.,Nom304,16882,414 Rue Principale,0439649768,Architecte,0846415815,nom304@example.com,CL385
Mme,Nom692,87161,926 Rue Principale,0910591686,Avocat,0273441715,nom692@example.com,CL559
Mme,Nom88,93952,87 Rue Principale,0441923445,Journaliste,0821424668,nom88@example.com,CL371
M.,Nom540,25452,512 Rue Principale,0898658292,Informaticien,0723692471,nom540@example.com,CL57
M.,Nom282,35403,578 Rue Principale,0689031990,Informaticien,0656718191,nom282@example.com,CL204
M.,Nom784,61445,169 Rue Principale,0603925532,Avocat,0380976280,nom784@example.com,CL617
Mme,Nom647,92736,209 Rue Principale,0993903856,Pompier,0532551364,nom647@example.com,CL7
M.,Nom543,83240,867 Rue Principale,0279868525,Enseignante,0345174404,nom543@example.com,CL455
Mme,Nom771,14612,94 Rue Principale,0840584636,Avocat,0431577903,nom771@example.com,CL25
M.,Nom211,43024,804 Rue Principale,0781470555,Journaliste,0964780694,nom211@example.com,CL605
M.,Nom968,25858,313 Rue Principale,0134115719,Journaliste,0506188409,nom968@example.com,CL48
Mme,Nom216,92504,403 Rue Principale,0208646812,Avocat,0687785414,nom216@example.com,CL699
M.,Nom799,71166,360 Rue Principale,0548800443,Architecte,0337818670,nom799@example.com,CL219
Mme,Nom165,81221,841 Rue Principale,0247429345,Journaliste,0115700160,nom165@example.com,CL916
M.,Nom746,41744,844 Rue Principale,0794239756,Médecin,0435965272,nom746@example.com,CL405
Mme,Nom651,38742,93 Rue Principale,0476918025,Scientifique,0540212185,nom651@example.com,CL738
Mme,Nom759,37516,102 Rue Principale,0504728643,Journaliste,0663239527,nom759@example.com,CL356
M.,Nom827,13272,734 Rue Principale,0856950944,Enseignante,0585437085,nom827@example.com,CL994
M.,Nom976,23538,902 Rue Principale,0682049891,Médecin,0643768953,nom976@example.com,CL851
M.,Nom317,95837,43 Rue Principale,0552285203,Journaliste,0244032890,nom317@example.com,CL308
M.,Nom32,14817,994 Rue Principale,0763032024,Avocat,0980681695,nom32@example.com,CL924
Mme,Nom709,69076,504 Rue Principale,0240974112,Artiste,0850074849,nom709@example.com,CL163
Mme,Nom784,91306,613 Rue Principale,0545101737,Enseignante,0473448054,nom784@example.com,CL86
M.,Nom595,90043,309 Rue Principale,0513350761,Pompier,0467580484,nom595@example.com,CL590
M.,Nom414,72300,844 Rue Principale,0427719225,Informaticien,0252595495,nom414@example.com,CL664
Mme,Nom348,41270,281 Rue Principale,0561428794,Informaticien,0313258974,nom348@example.com,CL42
Mme,Nom441,44001,554 Rue Principale,0763131567,Architecte,0186104552,nom441@example.com,CL401
Mme,Nom494,52770,171 Rue Principale,0940129439,Informaticien,0558878654,nom494@example.com,CL149
Mme,Nom243,98316,563 Rue Principale,0686643735,Scientifique,0785355086,nom243@example.com,CL503
M.,Nom135,20653,789 Rue Principale,0966878085,Artiste,0917177041,nom135@example.com,CL631
M.,Nom801,67262,230 Rue Principale,0783800221,Pompier,0532219928,nom801@example.com,CL506
Mme,Nom572,44657,553 Rue Principale,0323242488,Scientifique,0397672557,nom572@example.com,CL249
Mme,Nom799,60613,249 Rue Principale,0964207909,Enseignante,0435268036,nom799@example.com,CL484
Mme,Nom518,56582,115 Rue Principale,0242628858,Scientifique,0986201828,nom518@example.com,CL130
Mme,Nom656,75899,605 Rue Principale,0903387714,Enseignante,0896121857,nom656@example.com,CL350
Mme,Nom377,71053,810 Rue Principale,0518591078,Médecin,0318221650,nom377@example.com,CL857
M.,Nom311,12029,860 Rue Principale,0261524597,Journaliste,0843559188,nom311@example.com,CL530
Mme,Nom236,72074,541 Rue Principale,0330487591,Enseignante,0299786125,nom236@example.com,CL556
M.,Nom182,50139,421 Rue Principale,0279159468,Informaticien,0723148329,nom182@example.com,CL986
Mme,Nom119,37911,819 Rue Principale,0836018607,Médecin,0504292697,nom119@example.com,CL326
M.,Nom396,20974,161 Rue Principale,0549077462,Enseignante,0500600381,nom396@example.com,CL171
Mme,Nom146,29875,159 Rue Principale,0920495585,Journaliste,0911631864,nom146@example.com,CL285
Mme,Nom138,81677,986 Rue Principale,0223571916,Scientifique,0833511324,nom138@example.com,CL556
Mme,Nom386,64725,350 Rue Principale,0412230103,Avocat,0584108913,nom386@example.com,CL414
M.,Nom911,99711,431 Rue Principale,0807393777,Informaticien,0484750646,nom911@example.com,CL608
M.,Nom622,53952,80 Rue Principale,0803892505,Scientifique,0583401685,nom622@example.com,CL149
Mme,Nom571,13885,499 Rue Principale,0931356413,Scientifique,0335148136,nom571@example.com,CL341
Mme,Nom445,12276,947 Rue Principale,0476693584,Artiste,0807000063,nom445@example.com,CL554
Mme,Nom99,85085,91 Rue Principale,0324634129,Architecte,0821506526,nom99@example.com,CL942
Mme,Nom961,73062,387 Rue Principale,0372474773,Ingénieur,0467832257,nom961@example.com,CL702
M.,Nom384,87758,211 Rue Principale,0356952671,Avocat,0820217798,nom384@example.com,CL269
Mme,Nom172,28712,696 Rue Principale,0307186188,Journaliste,0406844871,nom172@example.com,CL970
Mme,Nom214,84144,359 Rue Principale,0982290696,Informaticien,0522547767,nom214@example.com,CL701
Mme,Nom191,56096,169 Rue Principale,0555042040,Avocat,0217041787,nom191@example.com,CL221
Mme,Nom603,73292,740 Rue Principale,0905460407,Médecin,0335320811,nom603@example.com,CL917
M.,Nom219,93610,270 Rue Principale,0521136193,Informaticien,0663695496,nom219@example.com,CL313
M.,Nom691,91051,342 Rue Principale,0815371536,Médecin,0148233781,nom691@example.com,CL497
Mme,Nom144,95385,682 Rue Principale,0266247773,Artiste,0918208081,nom144@example.com,CL887
Mme,Nom894,91644,989 Rue Principale,0181449165,Pompier,0171350171,nom894@example.com,CL244
Mme,Nom460,71533,595 Rue Principale,0565903327,Médecin,0586342055,nom460@example.com,CL700
M.,Nom275,35374,703 Rue Principale,0547238667,Enseignante,0109095079,nom275@example.com,CL64
M.,Nom6,25920,292 Rue Principale,0557556243,Avocat,0905648001,nom6@example.com,CL412
Mme,Nom775,93138,377 Rue Principale,0817491380,Pompier,0517454552,nom775@example.com,CL582
M.,Nom58,79642,255 Rue Principale,0723116101,Scientifique,0830028092,nom58@example.com,CL972
M.,Nom204,70034,551 Rue Principale,0121841370,Enseignante,0294159353,nom204@example.com,CL610
Mme,Nom646,69103,569 Rue Principale,0476934056,Informaticien,0592378406,nom646@example.com,CL744
Mme,Nom871,80000,983 Rue Principale,0261766675,Avocat,0186202215,nom871@example.com,CL979
M.,Nom377,18487,265 Rue Principale,0777146562,Pompier,0635557213,nom377@example.com,CL554
M.,Nom131,22972,49 Rue Principale,0566792259,Enseignante,0158091544,nom131@example.com,CL234
M.,Nom234,99464,435 Rue Principale,0202390841,Architecte,0767022778,nom234@example.com,CL55
M.,Nom597,62806,105 Rue Principale,0223368150,Scientifique,0560454134,nom597@example.com,CL103
M.,Nom419,74585,405 Rue Principale,0682611477,Informaticien,0335629940,nom419@example.com,CL604
Mme,Nom905,57601,729 Rue Principale,0426664256,Enseignante,0185623495,nom905@example.com,CL345
M.,Nom248,82444,199 Rue Principale,0550740974,Pompier,0581290130,nom248@example.com,CL185
M.,Nom422,43910,41 Rue Principale,0886318766,Architecte,0818382868,nom422@example.com,CL13
M.,Nom903,51703,776 Rue Principale,0812447145,Artiste,0394751589,nom903@example.com,CL590
M.,Nom489,84715,527 Rue Principale,0917017800,Médecin,0868276850,nom489@example.com,CL595
M.,Nom496,96131,241 Rue Principale,0228608484,Journaliste,0275861969,nom496@example.com,CL324
M.,Nom247,46063,701 Rue Principale,0390532995,Artiste,0714972042,nom247@example.com,CL110
Mme,Nom666,47040,492 Rue Principale,0760614875,Pompier,0465212559,nom666@example.com,CL703
Mme,Nom545,95770,544 Rue Principale,0219774510,Pompier,0671137005,nom545@example.com,CL230
Mme,Nom344,74701,280 Rue Principale,0902421729,Avocat,0600474173,nom344@example.com,CL585
Mme,Nom668,48124,795 Rue Principale,0103157732,Ingénieur,0836420130,nom668@example.com,CL334
M.,Nom843,19162,984 Rue Principale,0170376851,Avocat,0589916299,nom843@example.com,CL798
Mme,Nom190,25387,520 Rue Principale,0671848939,Avocat,0934734724,nom190@example.com,CL497
Mme,Nom950,23027,362 Rue Principale,0955902168,Architecte,0505337008,nom950@example.com,CL361
M.,Nom878,88465,449 Rue Principale,0412669597,Pompier,0297022232,nom878@example.com,CL153
M.,Nom39,70859,630 Rue Principale,0174271630,Ingénieur,0848085298,nom39@example.com,CL210
M.,Nom910,37397,583 Rue Principale,0779970652,Enseignante,0558753697,nom910@example.com,CL344
M.,Nom750,31657,793 Rue Principale,0576237619,Informaticien,0506310948,nom750@example.com,CL864
M.,Nom255,53088,618 Rue Principale,0276830052,Architecte,0751215698,nom255@example.com,CL222
Mme,Nom734,89350,332 Rue Principale,0637945465,Journaliste,0609256518,nom734@example.com,CL682
Mme,Nom679,82274,743 Rue Principale,0195135981,Journaliste,0526637015,nom679@example.com,CL219
Mme,Nom825,24760,161 Rue Principale,0907556379,Ingénieur,0845380522,nom825@example.com,CL30
M.,Nom382,53990,971 Rue Principale,0609953186,Enseignante,0398318754,nom382@example.com,CL557
M.,Nom600,51017,507 Rue Principale,0210666582,Architecte,0709926778,nom600@example.com,CL561
Mme,Nom284,99522,373 Rue Principale,0368080540,Avocat,0252662916,nom284@example.com,CL914
Mme,Nom498,10133,334 Rue Principale,0103833248,Journaliste,0547881522,nom498@example.com,CL143
M.,Nom512,65898,95 Rue Principale,0221650864,Ingénieur,0426054696,nom512@example.com,CL589
Mme,Nom2,62041,727 Rue Principale,0248926022,Médecin,0694413573,nom2@example.com,CL830
Mme,Nom191,39767,987 Rue Principale,0464839283,Journaliste,0945858396,nom191@example.com,CL791
M.,Nom306,22620,400 Rue Principale,0507825063,Journaliste,0861340822,nom306@example.com,CL656
M.,Nom415,45820,100 Rue Principale,0243192599,Informaticien,0459791002,nom415@example.com,CL89
M.,Nom987,93137,447 Rue Principale,0250130917,Enseignante,0615028827,nom987@example.com,CL929
M.,Nom945,92579,30 Rue Principale,0500832122,Avocat,0877044670,nom945@example.com,CL768
M.,Nom631,23221,463 Rue Principale,0570492364,Artiste,0748455528,nom631@example.com,CL441
M.,Nom917,52451,208 Rue Principale,0305054731,Scientifique,0745600922,nom917@example.com,CL579
Mme,Nom650,97005,682 Rue Principale,0659146784,Journaliste,0584170505,nom650@example.com,CL175
Mme,Nom470,94365,693 Rue Principale,0994360506,Avocat,0593704375,nom470@example.com,CL615
Mme,Nom319,80151,704 Rue Principale,0341152540,Artiste,0620143902,nom319@example.com,CL614
M.,Nom528,52055,366 Rue Principale,0244453599,Ingénieur,0529645450,nom528@example.com,CL903
Mme,Nom587,32285,118 Rue Principale,0575554174,Médecin,0584248179,nom587@example.com,CL550
Mme,Nom872,84841,36 Rue Principale,0603880330,Médecin,0852924410,nom872@example.com,CL122
Mme,Nom350,23227,439 Rue Principale,0169935995,Architecte,0457879873,nom350@example.com,CL433
Mme,Nom883,41136,274 Rue Principale,0381371890,Pompier,0787760202,nom883@example.com,CL303
M.,Nom530,79065,424 Rue Principale,0704078814,Journaliste,0121369853,nom530@example.com,CL71
M.,Nom985,47672,623 Rue Principale,0600761753,Enseignante,0647106871,nom985@example.com,CL476
Mme,Nom755,99052,365 Rue Principale,0879486814,Ingénieur,0839421404,nom755@example.com,CL209
Mme,Nom930,45594,856 Rue Principale,0902613561,Enseignante,0608646601,nom930@example.com,CL524
M.,Nom77,77125,916 Rue Principale,0827646423,Pompier,0773728982,nom77@example.com,CL164
Mme,Nom279,12905,20 Rue Principale,0690381121,Médecin,0423939152,nom279@example.com,CL749
Mme,Nom956,99228,573 Rue Principale,0974701603,Ingénieur,0144134947,nom956@example.com,CL78
Mme,Nom620,95995,311 Rue Principale,0123023666,Ingénieur,0843635520,nom620@example.com,CL827
Mme,Nom312,68170,783 Rue Principale,0451996925,Architecte,0231311524,nom312@example.com,CL313
M.,Nom790,75930,388 Rue Principale,0154857549,Avocat,0416611302,nom790@example.com,CL112
Mme,Nom964,81223,441 Rue Principale,0303964318,Enseignante,0764357765,nom964@example.com,CL509
M.,Nom141,98321,550 Rue Principale,0278773741,Journaliste,0663202215,nom141@example.com,CL870
Mme,Nom85,62259,499 Rue Principale,0901109904,Pompier,0693263197,nom85@example.com,CL434
M.,Nom964,60531,828 Rue Principale,0136040276,Scientifique,0460414951,nom964@example.com,CL939
Mme,Nom620,78189,254 Rue Principale,0932319885,Journaliste,0980271094,nom620@example.com,CL960
Mme,Nom104,46993,788 Rue Principale,0723571162,Enseignante,0492563331,nom104@example.com,CL227
M.,Nom222,36050,70 Rue Principale,0905715288,Architecte,0471314157,nom222@example.com,CL640
Mme,Nom591,90887,740 Rue Principale,0768783047,Journaliste,0535922834,nom591@example.com,CL623
M.,Nom27,51421,519 Rue Principale,0640911632,Artiste,0237662517,nom27@example.com,CL159
M.,Nom502,94986,211 Rue Principale,0839072057,Enseignante,0378639798,nom502@example.com,CL909
Mme,Nom567,38355,970 Rue Principale,0248659563,Journaliste,0181352863,nom567@example.com,CL385
Mme,Nom625,66298,260 Rue Principale,0269700922,Médecin,0370390220,nom625@example.com,CL460
Mme,Nom885,11214,302 Rue Principale,0658310229,Journaliste,0328998737,nom885@example.com,CL290
Mme,Nom448,29040,333 Rue Principale,0389062249,Pompier,0694330169,nom448@example.com,CL718
Mme,Nom121,14493,458 Rue Principale,0217118240,Ingénieur,0939429481,nom121@example.com,CL282
M.,Nom296,59896,110 Rue Principale,0406754583,Architecte,0866383744,nom296@example.com,CL765
Mme,Nom938,81920,387 Rue Principale,0885159933,Médecin,0440722645,nom938@example.com,CL375
Mme,Nom737,13891,317 Rue Principale,0538141288,Journaliste,0322493787,nom737@example.com,CL928
M.,Nom734,63215,461 Rue Principale,0562378291,Journaliste,0757228612,nom734@example.com,CL222
M.,Nom48,91511,578 Rue Principale,0662652356,Informaticien,0148933880,nom48@example.com,CL653
M.,Nom915,56096,704 Rue Principale,0922967084,Artiste,0764532153,nom915@example.com,CL989
M.,Nom931,41004,425 Rue Principale,0596455526,Pompier,0321282517,nom931@example.com,CL530
